CustomerID,CSAT_Score,NPS_Category,NPS_Score_Numeric,Open_Ended_Feedback,Survey_Date
CUST_0979,5,Promoter,10,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-10-05
CUST_0980,4,Detractor,0,"The app keeps crashing, please fix it.",2024-03-16
CUST_0981,3,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-11-11
CUST_0982,4,Promoter,10,Wish there were more pre-game analysis segments.,2024-12-29
CUST_0983,2,Promoter,10,I love the new commentator! Great addition to the team.,2024-05-28
CUST_0984,1,Detractor,0,"The app keeps crashing, please fix it.",2024-03-01
CUST_0985,2,Passive,5,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-04-09
CUST_0986,5,Promoter,10,The streaming quality was terrible during the last game.,2024-09-04
CUST_0987,5,Passive,5,"The app keeps crashing, please fix it.",2024-09-12
CUST_0988,3,Passive,5,"The app keeps crashing, please fix it.",2024-06-30
CUST_0989,3,Passive,5,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-07-26
CUST_0990,2,Detractor,0,"No feedback, everything seems to be working fine.",2024-04-22
CUST_0991,5,Promoter,10,Wish there were more pre-game analysis segments.,2024-01-27
CUST_0992,2,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-12-05
CUST_0993,5,Passive,5,The streaming quality was terrible during the last game.,2024-09-01
CUST_0994,1,Detractor,0,Subscription price is too high for what's offered.,2024-01-13
CUST_0995,3,Passive,5,Subscription price is too high for what's offered.,2024-03-17
CUST_0996,1,Passive,5,"No feedback, everything seems to be working fine.",2024-05-06
CUST_0997,4,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-05-13
CUST_0998,3,Detractor,0,I love the new commentator! Great addition to the team.,2024-02-26
CUST_0999,3,Promoter,10,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-10-01
CUST_1000,3,Promoter,10,I love the new commentator! Great addition to the team.,2024-07-01
